IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,51474,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:14.504+02:00,2026-06-26T21:33:14.612+02:00
6,10.215.173.1,51480,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:15.226+02:00,2026-06-26T21:33:15.341+02:00
6,10.215.173.1,51496,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:15.441+02:00,2026-06-26T21:33:15.556+02:00
6,10.215.173.1,51506,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:16.201+02:00,2026-06-26T21:33:16.305+02:00
6,10.215.173.1,51512,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:17.079+02:00,2026-06-26T21:33:17.190+02:00
17,10.215.173.1,24046,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,prod-mediate-events.applovin.com,78,94,1,1,2026-06-26T21:33:17.090+02:00,2026-06-26T21:33:17.119+02:00
6,10.215.173.1,37218,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,prod-mediate-events.applovin.com,61500,8031,26,21,2026-06-26T21:33:17.136+02:00,2026-06-26T21:33:31.759+02:00
6,10.215.173.1,51514,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:17.253+02:00,2026-06-26T21:33:17.369+02:00
17,10.215.173.1,54115,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,pubads.g.doubleclick.net,70,86,1,1,2026-06-26T21:33:17.306+02:00,2026-06-26T21:33:17.324+02:00
6,10.215.173.1,52240,172.217.20.34,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,pubads.g.doubleclick.net,481452,20608,88,59,2026-06-26T21:33:17.330+02:00,2026-06-26T21:34:30.851+02:00
17,10.215.173.1,31089,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,logs.ads.vungle.com,65,193,1,1,2026-06-26T21:33:17.774+02:00,2026-06-26T21:33:17.794+02:00
6,10.215.173.1,60652,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,4250,6634,13,14,2026-06-26T21:33:17.806+02:00,2026-06-26T21:33:19.388+02:00
6,10.215.173.1,51524,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:18.156+02:00,2026-06-26T21:33:18.251+02:00
6,10.215.173.1,51528,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2053,1766,7,8,2026-06-26T21:33:18.721+02:00,2026-06-26T21:33:18.831+02:00
6,10.215.173.1,51534,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:19.825+02:00,2026-06-26T21:33:19.924+02:00
6,10.215.173.1,51542,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:20.624+02:00,2026-06-26T21:33:20.731+02:00
6,10.215.173.1,51556,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:21.198+02:00,2026-06-26T21:33:21.313+02:00
6,10.215.173.1,60658,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,3941,6473,13,16,2026-06-26T21:33:21.309+02:00,2026-06-26T21:33:22.655+02:00
6,10.215.173.1,52248,172.217.20.34,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,pubads.g.doubleclick.net,128234,4934,27,21,2026-06-26T21:33:21.392+02:00,2026-06-26T21:34:25.727+02:00
6,10.215.173.1,42060,35.204.204.39,9377,10345,Agar.io,com.miniclip.agar.io,TCP,Closed,analytics-tcp.mintegral.net,2866,257,7,6,2026-06-26T21:33:22.371+02:00,2026-06-26T21:33:23.481+02:00
17,10.215.173.1,5400,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,graph.facebook.com,64,104,1,1,2026-06-26T21:33:23.019+02:00,2026-06-26T21:33:23.038+02:00
6,10.215.173.1,44060,185.60.219.3,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,graph.facebook.com,2003,4856,12,12,2026-06-26T21:33:23.043+02:00,2026-06-26T21:33:29.123+02:00
6,10.215.173.1,51562,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:23.255+02:00,2026-06-26T21:33:23.357+02:00
6,10.215.173.1,60660,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,2845,6331,10,13,2026-06-26T21:33:23.293+02:00,2026-06-26T21:33:24.605+02:00
6,10.215.173.1,51574,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2055,1766,7,8,2026-06-26T21:33:23.338+02:00,2026-06-26T21:33:23.456+02:00
6,10.215.173.1,37954,34.111.80.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,sts.applovin.com,3200,5652,9,9,2026-06-26T21:33:23.670+02:00,2026-06-26T21:33:31.551+02:00
6,10.215.173.1,36164,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,10979,51575,13,16,2026-06-26T21:33:24.171+02:00,2026-06-26T21:33:28.652+02:00
17,10.215.173.1,56518,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,pagead2.googlesyndication.com,75,91,1,1,2026-06-26T21:33:24.900+02:00,2026-06-26T21:33:24.921+02:00
17,10.215.173.1,34549,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,fonts.googleapis.com,66,82,1,1,2026-06-26T21:33:24.905+02:00,2026-06-26T21:33:24.925+02:00
17,10.215.173.1,36565,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,www.gstatic.com,61,77,1,1,2026-06-26T21:33:24.909+02:00,2026-06-26T21:33:24.928+02:00
17,10.215.173.1,55097,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,tpc.googlesyndication.com,71,87,1,1,2026-06-26T21:33:24.912+02:00,2026-06-26T21:33:24.929+02:00
17,10.215.173.1,61974,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,www.googletagservices.com,71,87,1,1,2026-06-26T21:33:24.914+02:00,2026-06-26T21:33:24.996+02:00
6,10.215.173.1,60596,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,pagead2.googlesyndication.com,2113,6925,7,7,2026-06-26T21:33:24.937+02:00,2026-06-26T21:33:25.069+02:00
6,10.215.173.1,60606,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,pagead2.googlesyndication.com,3539,40432,15,16,2026-06-26T21:33:24.943+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,60614,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,pagead2.googlesyndication.com,2137,5857,6,5,2026-06-26T21:33:24.948+02:00,2026-06-26T21:33:25.053+02:00
6,10.215.173.1,34054,64.233.167.95,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,fonts.googleapis.com,3212,13192,13,14,2026-06-26T21:33:24.952+02:00,2026-06-26T21:33:31.756+02:00
6,10.215.173.1,36092,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,4166,200180,28,39,2026-06-26T21:33:24.956+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,36106,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2195,6632,7,7,2026-06-26T21:33:24.960+02:00,2026-06-26T21:33:25.107+02:00
6,10.215.173.1,36114,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2099,6632,7,7,2026-06-26T21:33:24.970+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,36122,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.gstatic.com,2195,6632,7,7,2026-06-26T21:33:24.978+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,35728,172.217.22.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,tpc.googlesyndication.com,3744,47918,18,16,2026-06-26T21:33:24.987+02:00,2026-06-26T21:33:31.758+02:00
6,10.215.173.1,35738,172.217.22.193,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,tpc.googlesyndication.com,2181,6691,8,8,2026-06-26T21:33:24.990+02:00,2026-06-26T21:33:25.108+02:00
6,10.215.173.1,59246,172.217.22.98,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,www.googletagservices.com,3394,100840,21,23,2026-06-26T21:33:25.020+02:00,2026-06-26T21:33:31.757+02:00
6,10.215.173.1,48180,142.251.209.131,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,fonts.gstatic.com,3235,24124,15,12,2026-06-26T21:33:25.142+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,41275,172.217.22.193,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,tpc.googlesyndication.com,4306,9070,9,11,2026-06-26T21:33:25.172+02:00,2026-06-26T21:33:25.292+02:00
17,10.215.173.1,54817,172.217.16.227,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,www.gstatic.com,6983,82857,40,74,2026-06-26T21:33:25.183+02:00,2026-06-26T21:33:30.156+02:00
17,10.215.173.1,42766,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,lh3.googleusercontent.com,71,116,1,1,2026-06-26T21:33:25.205+02:00,2026-06-26T21:33:25.242+02:00
6,10.215.173.1,56108,142.251.39.97,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,lh3.googleusercontent.com,3142,18217,11,8,2026-06-26T21:33:25.259+02:00,2026-06-26T21:33:31.757+02:00
17,10.215.173.1,65461,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,csi.gstatic.com,61,93,1,1,2026-06-26T21:33:25.315+02:00,2026-06-26T21:33:25.338+02:00
6,10.215.173.1,35128,173.194.208.120,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,csi.gstatic.com,5167,6441,16,17,2026-06-26T21:33:25.353+02:00,2026-06-26T21:33:31.758+02:00
6,10.215.173.1,35132,173.194.208.120,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,csi.gstatic.com,2195,5331,7,7,2026-06-26T21:33:25.361+02:00,2026-06-26T21:33:25.824+02:00
17,10.215.173.1,41097,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,pagead2.googlesyndication.com,5147,9706,12,17,2026-06-26T21:33:25.400+02:00,2026-06-26T21:33:25.567+02:00
17,10.215.173.1,17850,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,rr2---sn-5hne6n6l.googlevideo.com,79,125,1,1,2026-06-26T21:33:26.036+02:00,2026-06-26T21:33:26.088+02:00
6,10.215.173.1,51834,74.125.8.167,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,rr2---sn-5hne6n6l.googlevideo.com,6264,7115963,114,741,2026-06-26T21:33:26.147+02:00,2026-06-26T21:33:28.193+02:00
17,10.215.173.1,36053,173.194.208.120,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,csi.gstatic.com,11314,9702,29,40,2026-06-26T21:33:26.168+02:00,2026-06-26T21:33:31.557+02:00
6,10.215.173.1,51836,74.125.8.167,443,10247,Services Google Play,com.google.android.gms,HTTPS,Closed,rr2---sn-5hne6n6l.googlevideo.com,7542,972250,146,215,2026-06-26T21:33:26.273+02:00,2026-06-26T21:33:27.534+02:00
6,10.215.173.1,38854,34.117.147.68,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Error,rt.applovin.com,7872,6017,11,10,2026-06-26T21:33:28.115+02:00,2026-06-26T21:33:31.564+02:00
6,10.215.173.1,41512,174.129.152.223,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,logs.ads.vungle.com,3169,6455,12,15,2026-06-26T21:33:28.394+02:00,2026-06-26T21:33:29.746+02:00
17,10.215.173.1,29847,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,imasdk.googleapis.com,67,83,1,1,2026-06-26T21:33:28.792+02:00,2026-06-26T21:33:28.810+02:00
6,10.215.173.1,42636,66.102.1.95,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,imasdk.googleapis.com,4127,182627,33,61,2026-06-26T21:33:28.814+02:00,2026-06-26T21:33:31.758+02:00
6,10.215.173.1,42638,66.102.1.95,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,imasdk.googleapis.com,2121,7059,7,7,2026-06-26T21:33:28.817+02:00,2026-06-26T21:33:28.972+02:00
6,10.215.173.1,44594,18.245.253.31,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,o-sdk.mediation.unity3d.com,2583,5722,10,9,2026-06-26T21:33:28.847+02:00,2026-06-26T21:33:31.760+02:00
17,10.215.173.1,14217,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,sdkopmetrics-eu.dsp-api.moloco.com,80,96,1,1,2026-06-26T21:33:28.974+02:00,2026-06-26T21:33:28.992+02:00
6,10.215.173.1,41724,34.149.53.230,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,sdkopmetrics-eu.dsp-api.moloco.com,9085,8106,8,7,2026-06-26T21:33:28.997+02:00,2026-06-26T21:33:31.760+02:00
17,10.215.173.1,31633,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,manifest.googlevideo.com,70,86,1,1,2026-06-26T21:33:29.502+02:00,2026-06-26T21:33:29.527+02:00
6,10.215.173.1,49506,172.217.22.14,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,manifest.googlevideo.com,3737,14977,16,15,2026-06-26T21:33:29.538+02:00,2026-06-26T21:33:31.758+02:00
17,10.215.173.1,2472,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,ms4.applovin.com,62,78,1,1,2026-06-26T21:33:29.792+02:00,2026-06-26T21:33:29.809+02:00
17,10.215.173.1,37179,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,ms4.applovin.com,62,78,1,1,2026-06-26T21:33:29.797+02:00,2026-06-26T21:33:29.810+02:00
6,10.215.173.1,51584,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,ms4.applovin.com,27929,4926,11,10,2026-06-26T21:33:29.817+02:00,2026-06-26T21:33:31.760+02:00
6,10.215.173.1,51588,34.102.162.219,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,ms4.applovin.com,55313,15357,21,17,2026-06-26T21:33:29.819+02:00,2026-06-26T21:33:31.759+02:00
17,10.215.173.1,37029,64.233.167.95,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,fonts.googleapis.com,4580,9337,10,12,2026-06-26T21:33:29.947+02:00,2026-06-26T21:33:30.060+02:00
17,10.215.173.1,11776,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,rr1---sn-5hne6nzk.googlevideo.com,79,125,1,1,2026-06-26T21:33:30.397+02:00,2026-06-26T21:33:30.414+02:00
17,10.215.173.1,34195,172.217.132.134,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,rr1---sn-5hne6nzk.googlevideo.com,11621,618019,98,491,2026-06-26T21:33:30.423+02:00,2026-06-26T21:33:30.828+02:00
17,10.215.173.1,50987,142.251.142.2,443,10345,Agar.io,com.miniclip.agar.io,QUIC,Closed,pagead2.googlesyndication.com,6296,6022,11,14,2026-06-26T21:33:31.093+02:00,2026-06-26T21:33:31.253+02:00
6,10.215.173.1,36172,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,3078,1766,8,8,2026-06-26T21:33:31.180+02:00,2026-06-26T21:33:31.359+02:00
17,10.215.173.1,43410,10.215.173.2,53,10345,Agar.io,com.miniclip.agar.io,DNS,Closed,sdk-events.inner-active.mobi,74,90,1,1,2026-06-26T21:33:31.184+02:00,2026-06-26T21:33:31.201+02:00
6,10.215.173.1,36184,142.251.39.194,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,googleads.g.doubleclick.net,2254,1766,7,8,2026-06-26T21:33:31.186+02:00,2026-06-26T21:33:31.302+02:00
6,10.215.173.1,50208,34.160.136.185,443,10345,Agar.io,com.miniclip.agar.io,HTTPS,Closed,sdk-events.inner-active.mobi,1602,5625,8,7,2026-06-26T21:33:31.215+02:00,2026-06-26T21:33:31.759+02:00
17,10.215.173.1,56913,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,mtalk.google.com,62,117,1,1,2026-06-26T21:33:38.399+02:00,2026-06-26T21:33:38.463+02:00
6,10.215.173.1,33158,64.233.167.188,5228,10247,Services Google Play,com.google.android.gms,TLS,Closed,mtalk.google.com,1322,1188,7,8,2026-06-26T21:33:38.470+02:00,2026-06-26T21:34:40.882+02:00
17,10.215.173.1,57136,142.251.39.206,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,android.apis.google.com,4742,4596,9,11,2026-06-26T21:33:38.656+02:00,2026-06-26T21:33:38.811+02:00
17,10.215.173.1,30687,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,spot-pa.googleapis.com,68,132,1,1,2026-06-26T21:34:03.794+02:00,2026-06-26T21:34:03.821+02:00
17,10.215.173.1,48431,216.239.34.223,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,spot-pa.googleapis.com,7172,9885,14,17,2026-06-26T21:34:03.831+02:00,2026-06-26T21:34:04.359+02:00
17,10.215.173.1,53863,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,mtalk.google.com,62,117,1,1,2026-06-26T21:34:47.945+02:00,2026-06-26T21:34:48.020+02:00
6,10.215.173.1,56276,74.125.71.188,5228,10247,Services Google Play,com.google.android.gms,TLS,Closed,mtalk.google.com,1327,1188,7,8,2026-06-26T21:34:48.035+02:00,2026-06-26T21:35:51.412+02:00
17,10.215.173.1,38147,142.251.39.206,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,android.apis.google.com,4846,4647,10,12,2026-06-26T21:34:48.236+02:00,2026-06-26T21:34:48.379+02:00
17,10.215.173.1,44309,10.215.173.2,53,10067,Meta Services,com.facebook.services,DNS,Closed,z-m-gateway.facebook.com,70,114,1,1,2026-06-26T21:35:27.775+02:00,2026-06-26T21:35:27.847+02:00
6,10.215.173.1,33202,185.60.219.37,443,10067,Meta Services,com.facebook.services,HTTPS,Active,z-m-gateway.facebook.com,4914,5865,28,23,2026-06-26T21:35:27.854+02:00,2026-06-26T21:38:45.084+02:00
6,10.215.173.1,38368,74.125.71.188,5228,10247,Services Google Play,com.google.android.gms,TLS,Closed,mtalk.google.com,1322,1188,7,8,2026-06-26T21:36:04.457+02:00,2026-06-26T21:37:06.846+02:00
17,10.215.173.1,33868,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,android.apis.google.com,69,109,1,1,2026-06-26T21:36:04.647+02:00,2026-06-26T21:36:04.670+02:00
17,10.215.173.1,33215,142.251.39.110,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,android.apis.google.com,4909,4863,11,12,2026-06-26T21:36:04.677+02:00,2026-06-26T21:36:04.827+02:00
6,10.215.173.1,45226,74.125.71.188,5228,10247,Services Google Play,com.google.android.gms,TLS,Closed,mtalk.google.com,1322,1188,7,8,2026-06-26T21:37:14.878+02:00,2026-06-26T21:38:17.396+02:00
17,10.215.173.1,2074,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,android.apis.google.com,69,109,1,1,2026-06-26T21:37:15.056+02:00,2026-06-26T21:37:15.077+02:00
17,10.215.173.1,60074,142.251.39.206,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,android.apis.google.com,4968,4784,12,13,2026-06-26T21:37:15.083+02:00,2026-06-26T21:37:15.235+02:00
17,10.215.173.1,55251,10.215.173.2,53,10308,Facebook,com.facebook.katana,DNS,Closed,graph.facebook.com,64,104,1,1,2026-06-26T21:37:44.333+02:00,2026-06-26T21:37:44.352+02:00
17,10.215.173.1,56892,185.60.219.3,443,10308,Facebook,com.facebook.katana,QUIC,Closed,graph.facebook.com,29319,34456,40,46,2026-06-26T21:37:44.336+02:00,2026-06-26T21:37:47.176+02:00
17,10.215.173.1,4808,10.215.173.2,53,10247,Services Google Play,com.google.android.gms,DNS,Closed,mtalk.google.com,62,107,1,1,2026-06-26T21:38:28.524+02:00,2026-06-26T21:38:28.608+02:00
6,10.215.173.1,35216,74.125.71.188,5228,10247,Services Google Play,com.google.android.gms,TLS,Active,mtalk.google.com,1322,1148,7,7,2026-06-26T21:38:28.630+02:00,2026-06-26T21:38:28.808+02:00
17,10.215.173.1,51747,142.251.39.206,443,10247,Services Google Play,com.google.android.gms,QUIC,Closed,android.apis.google.com,4842,4726,10,12,2026-06-26T21:38:28.855+02:00,2026-06-26T21:38:29.009+02:00
